Genes,Moran's I score,P-values,Adjusted P-values,Gene Indices
CNBP,0.029151437789886773,0.0,,2700
SLC29A1,0.029120598754865473,0.0,,4300
PRMT3,0.029118336675829002,0.0,,6797
TMEM205,0.029100760322528126,0.0,,11957
MORF4L1,0.029085023389280113,0.0,,9610
IAH1,0.029084353840404618,0.0,,1350
SCN1B,0.029063500422558623,0.0,,12197
SGPP2,0.02903703294985821,0.0,,2115
GFPT2,0.029033062649425814,0.0,,3907
CMTM3,0.029005011562652453,0.0,,10163
IL4R,0.028997446377680574,0.0,,9963
NBL1,0.028951689847898646,0.0,,176
CDC42EP3,0.028951507978813264,0.0,,1475
STX10,0.02894683710978194,0.0,,12009
SMG7,0.028938817312225418,0.0,,1063
SNX20,0.028878221471754315,0.0,,10102
TMEM147-AS1,0.028826368361552522,0.0,,12203
RORA,0.02882635059823569,0.0,,9486
LINC00324,0.028799899492704895,0.0,,10519
DYNLT3,0.02879442161832399,0.0,,5348
PLA2G12A,0.0287925526879026,0.0,,3220
MGEA5,0.02879050497889031,0.0,,7740
C1D,0.028775928470781118,0.0,,1573
MAML2,0.02877263732753981,0.0,,7227
KDM6B,0.02877049438203801,0.0,,10503
C6orf1,0.02875560329308776,0.0,,4205
RAB1A,0.02874274641198696,0.0,,1569
ITGA1,0.02868906516204799,0.0,,3453
DUSP10,0.028682522773118824,0.0,,1199
YY1,0.028658659958846016,0.0,,9250
STK25,0.028657623579513337,0.0,,2190
NFE2L2,0.028651861988863124,0.0,,1942
CHIC2,0.028629523010356945,0.0,,3088
NBEAL1,0.028614840340976958,0.0,,2045
EDARADD,0.028613258175347715,0.0,,1287
LAMTOR1,0.028611107968746444,0.0,,7125
TAX1BP1,0.02860602066077257,0.0,,4722
APBA3,0.028604223465444736,0.0,,11813
SF3A2,0.028558499697470766,0.0,,11781
MANBA,0.028550929978452013,0.0,,3195
AC092159.2,0.02854602893194731,0.0,,13833
C10orf54,0.02853660235481368,0.0,,7585
SAMD3,0.028515250675656613,0.0,,4488
ATP5I,0.02850311976034282,0.0,,2933
SSU72,0.028471988465790906,0.0,,34
ADSS,0.028423884972763578,0.0,,1304
CEBPB,0.028412457708307682,0.0,,11628
DDX24,0.028386235850385473,0.0,,9229
TP53INP1,0.02838611351745946,0.0,,5968
HNRNPF,0.028347176084914393,0.0,,7511
SAR1A,0.028328992825014068,0.0,,7577
ERI1,0.02827062703225048,0.0,,5716
XAF1,0.028266932551192628,0.0,,10462
GIMAP1,0.028258304597396557,0.0,,5233
RHOH,0.028247557822000644,0.0,,3061
FAM184A,0.028191454338460167,0.0,,4469
NDUFS8,0.02819040211679118,0.0,,7098
NASP,0.02817630940045471,0.0,,444
HNRNPA1,0.028153787989486236,0.0,,8181
CPD,0.02814793695868972,0.0,,10654
TRAV8-6,0.02813485301987022,0.0,,8856
ZBTB1,0.02809890435416154,0.0,,9083
SYT11,0.0280743855838315,0.0,,902
STAMBPL1,0.028029277857462037,0.0,,7655
CTD-2288F12.1,0.02799855560246653,0.0,,14039
RRP1B,0.027993882931942198,0.0,,13142
FDX1,0.02798694972793352,0.0,,7257
ERH,0.027979374759288626,0.0,,9110
EPT1,0.02795396852452951,0.0,,1408
MVD,0.027949646202389766,0.0,,10333
XXYLT1-AS2,0.0279449105010055,0.0,,2894
NDUFB3,0.0279438135098836,0.0,,2027
ASNS,0.027936986390366902,0.0,,4924
NKD1,0.02792596675142241,0.0,,10099
LRIF1,0.027925433692200165,0.0,,675
ACAP1,0.0279123788583291,0.0,,10481
YIPF5,0.027891362168735428,0.0,,3768
LSM6,0.027883558790519902,0.0,,3288
DSTN,0.027876485834284696,0.0,,11447
E2F1,0.027868305254216436,0.0,,11505
CCDC28A,0.027802880230625604,0.0,,4515
MAP6,0.027802146155036223,0.0,,7159
RBM3,0.027773235193586227,0.0,,5394
MPZL3,0.027771629234404994,0.0,,7293
ENO2,0.027758926434802433,0.0,,7937
SMARCE1,0.027757017511629373,0.0,,10762
UST,0.02774629832110372,0.0,,4539
TAPT1-AS1,0.02773163087183897,0.0,,3024
TMEM178B,0.02772707238181544,0.0,,13318
CDR2,0.027725335177123046,0.0,,9937
USP46,0.027712692464899047,0.0,,3084
MOB1A,0.027681923577008875,0.0,,1623
PITPNB,0.027675837950419946,0.0,,12798
AKAP13,0.027651043271900266,0.0,,9646
FAM173A,0.0276501817323435,0.0,,9738
MVB12B,0.02761894708373551,0.0,,6478
ARID4B,0.027618650202663277,0.0,,1279
CHRNA5,0.02761021633665672,0.0,,9609
YIF1B,0.027582112590545466,0.0,,12270
PRKCD,0.02757534836070356,0.0,,2511
CORO2A,0.02756614470838355,0.0,,6380
ARHGAP12,0.02753358130742328,0.0,,7488
CASZ1,0.02753007082875432,0.0,,116
MAP4K1,0.027503169451232844,0.0,,12277
LCN10,0.02749580621055002,0.0,,6606
TXLNA,0.02746865440061188,0.0,,293
RAB7A,0.02744798075539805,0.0,,2695
CUEDC2,0.027426275760744554,0.0,,7750
INADL,0.027380705278379484,0.0,,514
ARPC1A,0.02738015118595755,0.0,,4932
SUMO3,0.027366209900718846,0.0,,13157
PLIN2,0.027358103327575222,0.0,,6185
LDLRAP1,0.027321452372571105,0.0,,225
PDCL3,0.02731595886065449,0.0,,1744
NIPSNAP1,0.027311383939235476,0.0,,12810
GSTP1,0.027310002387292902,0.0,,7092
KLHL21,0.02728513628520956,0.0,,81
METTL21A,0.02727526750765716,0.0,,2061
DLGAP1-AS1,0.02721304390713408,0.0,,11218
AMIGO2,0.027191180173226526,0.0,,8082
IRF2BP2,0.027154762734188098,0.0,,1275
AP2A1,0.027147241502357075,0.0,,12504
GSE1,0.027144957242720813,0.0,,10314
NPC2,0.027136228792388323,0.0,,9147
UBE2O,0.027131646366063477,0.0,,11098
TMED3,0.02712693759562371,0.0,,9612
PMEPA1,0.027125743378626388,0.0,,11652
PRKAR1B,0.027087459570602147,0.0,,4617
SEPT2,0.027084042176057616,0.0,,2188
RAB30,0.02707554182455039,0.0,,7187
SF3B1,0.027065790482251023,0.0,,2004
DYNC1I2,0.02705201839775393,0.0,,1917
DNAJC1,0.027051336795623066,0.0,,7459
TXNDC12,0.02704350105176436,0.0,,471
SLFN12L,0.02704056594891698,0.0,,10694
APRT,0.02701589245717532,0.0,,10340
STYXL1,0.027008170107102433,0.0,,4874
GIMAP8,0.02700181894990528,0.0,,5228
CBX8,0.026989980982023366,0.0,,11132
SLC1A5,0.026974802770557246,0.0,,12441
YIPF4,0.026932860368499845,0.0,,1457
LRG1,0.026930274995764888,0.0,,13454
DDT,0.02691404203362408,0.0,,12776
TOX2,0.02689376408298819,0.0,,11573
ORMDL3,0.02687984830099669,0.0,,10747
SPNS1,0.026879764382822056,0.0,,9988
SQLE,0.026853373021272445,0.0,,6047
IL6ST,0.02683576879994465,0.0,,3468
TXNDC17,0.026825262625965914,0.0,,10459
TMPO,0.026819750755366748,0.0,,8363
KCTD7,0.026813053926505914,0.0,,4836
SS18,0.026796838977992565,0.0,,11266
NDUFB4,0.026779850171522353,0.0,,2650
CAMK2D,0.0267715305449821,0.0,,3230
RP11-146I2.1,0.026766998649508218,0.0,,13900
HSPE1-MOB4,0.026760979130073786,0.0,,2008
HSD17B12,0.026722013832897518,0.0,,6837
SPON1,0.026713941402131885,0.0,,6770
GNAS,0.0267020207983286,0.0,,11658
WDR1,0.026689049007553506,0.0,,3011
AFTPH,0.026687524135387226,0.0,,1564
GPR108,0.026686423274627422,0.0,,11870
FAM49B,0.02667566780077939,0.0,,6057
FADS3,0.026669429355683272,0.0,,6920
USP15,0.026660600172627894,0.0,,8264
ACTR1B,0.026657417960875347,0.0,,1723
CFAP36,0.026634685735638833,0.0,,1534
CCNI,0.02662410586044871,0.0,,3128
LPCAT4,0.02660534318986294,0.0,,9334
COMMD4,0.0265804247556194,0.0,,9582
CD300A,0.026564197411604047,0.0,,11048
FAM135A,0.026562733275712333,0.0,,4339
PLEKHG2,0.02655169617649334,0.0,,12298
FUT8,0.026549028976912328,0.0,,9091
TYW3,0.026545813983582262,0.0,,542
TCTN3,0.026537813065731143,0.0,,7687
TTC9C,0.026516641108765733,0.0,,6944
RP11-706O15.5,0.026514647869230933,0.0,,5295
PPM1K,0.02650902517302166,0.0,,3164
MCM5,0.026506851787989106,0.0,,12856
PIGX,0.026498186355476974,0.0,,2912
LMO7,0.026491187527481756,0.0,,8744
SUOX,0.02648115736292772,0.0,,8199
PCSK7,0.026450388636139067,0.0,,7287
NFYC,0.026442063676830448,0.0,,390
RNF10,0.026430512937418733,0.0,,8500
NAPA,0.026424179286088208,0.0,,12454
RP5-1024G6.7,0.026391211223641336,0.0,,488
GCNT4,0.026389666172662404,0.0,,3534
MPV17,0.02637775572318877,0.0,,1422
PRR7,0.026338047959522087,0.0,,3874
LINC00176,0.026320088176040018,0.0,,11710
SKI,0.026296146276004864,0.0,,47
CHTF8,0.02628215802264611,0.0,,10226
HSD17B10,0.026281059612181638,0.0,,5433
FGFR1,0.026279913472777604,0.0,,5830
ZMIZ1,0.026242672907445773,0.0,,7626
CRLF3,0.026213198959981452,0.0,,10656
DPP3,0.02620808626412303,0.0,,7060
ESD,0.026206261993001106,0.0,,8695
IL10,0.0261929212142275,0.0,,1155
VSIG1,0.026175628578074636,0.0,,5561
SNX11,0.026173377688885856,0.0,,10882
ITGA6,0.02617024563667408,0.0,,1922
KMO,0.026166379279791402,0.0,,13524
PCTP,0.026154714695710488,0.0,,10932
PPP2R1A,0.026120031202298184,0.0,,12545
PSMB8-AS1,0.02611269213551995,0.0,,4169
C15orf57,0.026111517717352685,0.0,,9358
SMNDC1,0.026105381974354174,0.0,,7783
KLHL2,0.026092596296415062,0.0,,3317
PSMD4,0.026090174323320923,0.0,,823
SLIRP,0.0260684010255996,0.0,,9184
SEMA4D,0.026067130760934108,0.0,,6332
SLTM,0.02606251400084887,0.0,,9478
BAK1,0.02605877953264131,0.0,,4200
TMEM64,0.02603662877420455,0.0,,5950
GPR18,0.025998418462913796,0.0,,8770
HINT2,0.02599694087121565,0.0,,6253
LMOD3,0.025990295306950587,0.0,,2551
BTN3A3,0.02594564987110789,0.0,,4033
BEX2,0.025906505737026148,0.0,,5541
NDUFA3,0.0259035737381282,0.0,,12572
PPP4R2,0.025901624450599587,0.0,,2559
ATP13A1,0.02589581111128611,0.0,,12127
DDOST,0.025874531130972832,0.0,,184
NDRG1,0.025871748518019787,0.0,,6064
OTUB1,0.025855932400800467,0.0,,6966
FYCO1,0.02585305692904873,0.0,,2374
PNKD,0.025837197853426728,0.0,,2084
BCL9L,0.025832164267797893,0.0,,7310
CASP8,0.025829123467652856,0.0,,2031
CFAP53,0.025828619166481957,0.0,,11308
CACNA1C,0.025827924162651384,0.0,,13659
DISP1,0.025824849700030485,0.0,,1208
ANAPC11,0.02580650177900503,0.0,,11169
USPL1,0.025805705260847082,0.0,,8642
SLC7A8,0.02577134417852682,0.0,,14362
TSPAN18,0.025757927510001326,0.0,,6843
RP5-903G2.2,0.025745655872879063,0.0,,7096
STX7,0.025710048684645482,0.0,,4493
ITM2C,0.025704772073035755,0.0,,2136
TNFSF14,0.02565231030420937,0.0,,11869
GEMIN7,0.025629638459045076,0.0,,12406
ENDOD1,0.02562728321304384,0.0,,7221
ERGIC3,0.025592397890398133,0.0,,11530
ARL5A,0.02557504836013621,0.0,,1873
UBASH3A,0.02557482482525923,0.0,,13131
SMARCB1,0.025536699111924525,0.0,,12770
MPHOSPH8,0.025511580413038852,0.0,,8596
RP3-492J12.2,0.02548107514614254,0.0,,11663
RBBP7,0.025473442797342087,0.0,,5319
MIPEP,0.02546200060502251,0.0,,8614
ATP6AP2,0.02545625107429858,0.0,,5353
MTMR6,0.025384002268535533,0.0,,8619
MYBL1,0.025350343966302303,0.0,,5900
ENOPH1,0.025339177533822407,0.0,,3142
CD47,0.025337125248263766,0.0,,2601
CHGB,0.02532770626150558,0.0,,11432
CIB1,0.02531101972706799,0.0,,9670
CD40,0.02529690839809534,0.0,,11606
RANBP9,0.025294704807023567,0.0,,3969
RAB20,0.025277553024169532,0.0,,8791
C17orf62,0.025264241264969376,0.0,,11190
GBP1,0.02526084455278719,0.0,,579
PPP1R3F,0.0252504794164125,0.0,,5418
CPNE7,0.025243598369141338,0.0,,10352
SPRED2,0.02524193855262062,0.0,,1571
SCAMP2,0.025204968082640684,0.0,,9574
RENBP,0.025203023617438296,0.0,,5667
CDC42SE2,0.025201744117960445,0.0,,3662
SLC30A3,0.02519398039993438,0.0,,13528
TERF2,0.02518721371983956,0.0,,10234
CDK17,0.02518096102698064,0.0,,8359
ABHD3,0.025179164850696586,0.0,,11254
SNHG12,0.025169293418852594,0.0,,274
AGK,0.02516547485951334,0.0,,5141
DENND1C,0.02515858078109395,0.0,,11865
CXCR5,0.025147107221370882,0.0,,7309
KRT81,0.02511608542153908,0.0,,13669
SLC16A5,0.025110079743312315,0.0,,11059
LINC01420,0.025105761176444235,0.0,,5450
ATP6V0D1,0.025096185679223226,0.0,,10185
SLC25A5,0.025071129536783362,0.0,,5576
FKBP1C,0.02506578069044611,0.0,,4335
KDSR,0.025044410743355044,0.0,,11343
KLHDC7B,0.02502591486450157,0.0,,13024
YPEL5,0.025004530822996442,0.0,,1448
PTPN4,0.025000022766737733,0.0,,1809
NEDD8,0.024990218747685842,0.0,,8935
YARS,0.024985418208034852,0.0,,309
FLOT2,0.024970162020549032,0.0,,10637
NEK1,0.024949680721537994,0.0,,3323
C1orf112,0.02493006604079774,0.0,,1013
LYST,0.024921511862955232,0.0,,1284
TRBV5-6,0.024909970829907927,0.0,,5167
HYPK,0.02490595557001231,0.0,,9412
ARL4C,0.024897448191503524,0.0,,2158
EIF2AK2,0.02486196487607407,0.0,,1468
ATP6V0B,0.024849356775373935,0.0,,419
SMC5-AS1,0.024829910768165004,0.0,,6290
RIC3,0.024818564725085125,0.0,,6739
RILPL2,0.02479841583135362,0.0,,8549
CAPNS1,0.024788488273732756,0.0,,12230
TNFRSF10B,0.024777547683335784,0.0,,5765
MTFP1,0.024771673531547724,0.0,,12825
RBMX,0.024743740651781324,0.0,,5633
LPAR2,0.02474052113197926,0.0,,12125
LRCH4,0.02472346176260433,0.0,,4972
CTNNA1,0.024705434606105938,0.0,,3718
CCDC107,0.02469770388236811,0.0,,6243
ARPC2,0.0246749389557861,0.0,,2081
CASS4,0.02467444807720423,0.0,,11645
STX1A,0.02466328056539204,0.0,,4853
CALCOCO1,0.02466038909898153,0.0,,8177
EID1,0.024629077818869558,0.0,,9435
RP11-134L10.1,0.024628465903295087,0.0,,5111
WSB1,0.024624416304797777,0.0,,10608
TIPARP,0.024620903040840036,0.0,,2789
SYP,0.02460348322969073,0.0,,5415
ABHD2,0.024590092623189338,0.0,,9658
PTDSS1,0.02456911801458664,0.0,,5973
DLGAP4,0.024564830523307067,0.0,,11542
ST8SIA4,0.02455731498070816,0.0,,3607
ZNF281,0.024549303853366133,0.0,,1095
NARF,0.024546873205631762,0.0,,11191
NEK7,0.024522838085762038,0.0,,1091
GFER,0.024518373884623395,0.0,,9776
GTF2A2,0.024516757013132603,0.0,,9481
GANAB,0.024506896669918194,0.0,,6934
TRAM1,0.024498934065872814,0.0,,5909
MCAM,0.024471127563713144,0.0,,7326
CFD,0.024452721575691772,0.0,,11731
G3BP1,0.02443866907390981,0.0,,3801
NUP98,0.024423829992218836,0.0,,6715
MS4A6A,0.02438849421890516,0.0,,6901
RFK,0.024381347887174054,0.0,,6303
DOK4,0.024381195980887508,0.0,,10139
MRPL15,0.024371307383272433,0.0,,5871
PLD3,0.02434581126131897,0.0,,12317
RHBDD1,0.02433989625494526,0.0,,2125
COA5,0.02433015717220317,0.0,,1728
NDUFS6,0.024329609773720062,0.0,,3378
SLC38A1,0.0243159925956695,0.0,,8080
KCTD20,0.02430237454405099,0.0,,4228
ERCC1,0.024295178797464796,0.0,,12414
CBX5,0.02427999203858056,0.0,,8180
TICAM1,0.024277461914916188,0.0,,11840
PCBP3,0.02427717369076612,0.0,,13168
MPST,0.02427523183523213,0.0,,12868
PLBD2,0.024268483348729712,0.0,,8465
SMIM19,0.024268436443160582,0.0,,5852
ATP5F1,0.02424786454151559,0.0,,684
CCDC64,0.024244144233816396,0.0,,8484
ARF6,0.02424136940509028,0.0,,9002
COMMD6,0.02421365255803145,0.0,,8742
TXN2,0.024213337063569207,0.0,,12862
AC022182.3,0.02416237997501936,0.0,,5888
DUSP14,0.024158785168080357,0.0,,10717
NFIB,0.02414854091281842,0.0,,6176
NUP58,0.02413049379517273,0.0,,8620
RAB11A,0.024114276475529307,0.0,,9522
USF2,0.024103533816953203,0.0,,12202
FAM153A,0.024097030094166912,0.0,,14149
REEP4,0.024093114444660894,0.0,,5751
AKR1B1,0.024090431908736228,0.0,,5106
TMF1,0.024078703927511578,0.0,,2548
TNFRSF13C,0.024057555295031053,0.0,,12951
NAAA,0.024047425540802775,0.0,,3123
EIF1AY,0.02404510863020661,0.0,,12703
MTDH,0.02404429173410163,0.0,,5975
TOB2,0.02403693883435952,0.0,,12938
IDI1,0.02402220079619233,0.0,,7392
GLUD1,0.024018162980717787,0.0,,7647
C14orf159,0.024014629277766562,0.0,,9207
PRKD2,0.024005460722868806,0.0,,12438
JKAMP,0.02400393693145529,0.0,,9056
ATP5J,0.023963649988177044,0.0,,13056
N4BP2L1,0.023916739631486727,0.0,,8648
SLC12A7,0.02391072146299681,0.0,,3374
RP11-421L21.3,0.02391010574142738,0.0,,628
GSPT1,0.023900959053611216,0.0,,9884
VBP1,0.02389615407184737,0.0,,5699
SP100,0.023894643466307007,0.0,,2134
ATP2B4,0.02387515277717811,0.0,,1127
LDOC1L,0.02387143850619634,0.0,,12977
SERBP1,0.023865486915875433,0.0,,531
SPATA2L,0.023863680923044306,0.0,,10356
DNAAF2,0.02386360697455887,0.0,,8996
IMP3,0.023850464082361918,0.0,,9589
ATP2A2,0.023836264291796135,0.0,,8430
RASGRF2,0.023821030245767448,0.0,,3564
UBE2H,0.023812670571863953,0.0,,5088
JADE2,0.023812034602204754,0.0,,3692
TNS3,0.023805488421798155,0.0,,4801
TLK1,0.02380054716169501,0.0,,1913
DDAH2,0.023797458205389064,0.0,,4131
AP002884.2,0.02379300410157443,0.0,,14302
CD3EAP,0.023787142720217057,0.0,,12413
BNIP3L,0.02378211539895409,0.0,,5781
SPTAN1,0.023775975257647002,0.0,,6516
SEC24A,0.023750621342433127,0.0,,3694
BBS2,0.023728519099214366,0.0001,,10117
RFX5,0.02371223136352888,0.0001,,827
ACBD3,0.02369645164819605,0.0001,,1224
RP11-664D1.1,0.02369502097107931,0.0001,,13997
PRPF40A,0.023685183117142097,0.0001,,1876
ETS2,0.02367885393238547,0.0001,,13117
SLC52A2,0.023669467566816392,0.0001,,6122
PHLDB2,0.023655179292280084,0.0001,,2611
IZUMO4,0.023638457670585696,0.0001,,11777
RABAC1,0.023638200504189143,0.0001,,12350
DCTN3,0.023634092769115097,0.0001,,6227
GAPLINC,0.023620110262252168,0.0001,,11217
GYG1,0.023613114926452957,0.0001,,2763
PLCL1,0.023609128388089127,0.0001,,2011
MRPL41,0.023594641966179195,0.0001,,6639
BCAP31,0.02359197253554791,0.0001,,5660
KIR2DL4,0.02357184438132814,0.0001,,12587
AP1S1,0.023567569207518797,0.0001,,4988
ATP8A1,0.02355550967150741,0.0001,,3067
ATP6V1A,0.02355025467062277,0.0001,,2629
ITGB1BP1,0.023545655636081568,0.0001,,1348
CHURC1,0.023532144614251998,0.0001,,9086
RNH1,0.023530560365415593,0.0001,,6664
SERP1,0.02350380150717426,0.0001,,2772
GLG1,0.023503511053600077,0.0001,,10268
ALDH9A1,0.023499070323361623,0.0001,,986
TMEM70,0.02349811789901871,0.0001,,5919
MTPN,0.023467096644654788,0.0001,,5116
SPINT1,0.023465977828826312,0.0001,,9368
TANC2,0.02345989971839924,0.0001,,10986
PTER,0.023459276607909547,0.0001,,7443
NEDD9,0.02345591669897138,0.0001,,3959
HDAC9,0.023418581048701363,0.0001,,4692
ANKS1B,0.023386627568902738,0.0001,,8367
COA3,0.02334688572463525,0.0001,,10798
TIMM8B,0.023344486954673838,0.0001,,7268
SET,0.023338172543461766,0.0001,,6519
PLEKHA5,0.023320447403477794,0.0001,,8011
SMC5,0.02328699455726017,0.0001,,6291
VIM-AS1,0.02326428376357258,0.0001,,7447
SMURF2,0.023245542389061256,0.0001,,11009
MIIP,0.023241884264107664,0.0001,,134
ESYT1,0.023216846906287922,0.0001,,8206
HM13,0.02320710707106917,0.0001,,11484
TMEM14A,0.023199156136785835,0.0001,,4322
DHCR7,0.02318085492777918,0.0001,,7115
MRPL51,0.02316658001825858,0.0001,,7913
SGSH,0.023166132945084017,0.0001,,11138
GFM2,0.02316542866257747,0.0001,,3531
AKAP5,0.023161221944180556,0.0001,,9082
HNRNPDL,0.02314380017932213,0.0001,,3141
PPP2R5A,0.023142676825767716,0.0001,,1179
ZNF362,0.02313863386850128,0.0001,,316
ZEB1,0.023128985642611767,0.0001,,7487
COX4I1,0.023122584120128246,0.0001,,10317
NPM1,0.023075348013846673,0.0001,,3837
RPL36AL,0.02306407151207517,0.0001,,8993
DNAJC4,0.02306252916478519,0.0001,,6972
MXRA7,0.023060152275526546,0.0001,,11105
ERI2,0.023057865605257973,0.0001,,9923
SLC25A11,0.023054060406030582,0.0001,,10436
SNRNP40,0.023050555237464875,0.0001,,285
TDRD3,0.023050451814166137,0.0001,,8733
KANK3,0.02303258734640509,0.0001,,14204
PTRHD1,0.02302673000877518,0.0001,,1393
CD9,0.023014602533512948,0.0001,,7906
RNPS1,0.02299978393416412,0.0001,,9792
MIS18BP1,0.02297154760749497,0.0001,,8990
TBX21,0.022969386126389015,0.0001,,10872
GZMH,0.022967440365463776,0.0001,,8949
PGLS,0.022966425348982016,0.0001,,12078
TMEM230,0.022962128357313333,0.0001,,11427
NPPC,0.022953404572857803,0.0001,,13245
MPC2,0.022944771514838907,0.0001,,1000
CD59,0.02293759547215557,0.0001,,6821
TMEM256,0.02291267379310599,0.0001,,10485
MDM2,0.022907473207560463,0.0001,,8293
PLSCR1,0.02290546494194745,0.0001,,2762
REXO2,0.0228827230836526,0.0001,,7278
PSMD7,0.02287826560859711,0.0001,,10265
RFC2,0.0228616325592752,0.0001,,4858
NDUFA8,0.022857325416824892,0.0001,,6455
MCTP2,0.022851177904575574,0.0001,,9692
UCP3,0.022839848911974693,0.0001,,7143
PCBD2,0.022835322375571628,0.0001,,3699
MTCH2,0.022831612117732762,0.0001,,6873
MAP3K13,0.022829185996229122,0.0001,,2866
KRT23,0.022802148511199834,0.0001,,14058
NUCKS1,0.022799971697626778,0.0001,,1144
DNASE1,0.022793098239630088,0.0001,,9834
ITGB2-AS1,0.02278869955869283,0.0001,,13160
CCDC85B,0.022787690515115578,0.0001,,7039
MINOS1,0.022779551708088312,0.0001,,175
C1orf52,0.02277411810063042,0.0001,,565
PPP1R15B,0.022768576266486647,0.0001,,1134
GNB1,0.022745410941343122,0.0001,,44
ZNF367,0.02272845784276104,0.0001,,6361
AC007163.6,0.02271315277231045,0.0001,,2019
SNRPD1,0.022676504709064196,0.0001,,11253
HDAC5,0.022672875140755163,0.0001,,10821
C16orf45,0.022662454655514537,0.0001,,9900
CCDC124,0.02266132452684998,0.0001,,12085
UCK2,0.022654698475693968,0.0001,,989
DYNC1H1,0.022652838020483408,0.0001,,9258
BTBD11,0.022643583945403317,0.0001,,8405
MZT1,0.022627340104833322,0.0001,,8734
MYO5C,0.02262728449302942,0.0001,,14033
RAD23A,0.022622625447273607,0.0001,,12003
MLLT6,0.02261918077951916,0.0001,,10725
TMED9,0.02261288534377789,0.0001,,3881
COLGALT1,0.02259974841704647,0.0001,,12079
GNAO1,0.02259723277340695,0.0001,,10113
ABHD6,0.022553373947966884,0.0001,,2527
RP11-74J13.8,0.02255135582969668,0.0001,,8668
CHN2,0.02252898392102286,0.0001,,4724
SSBP4,0.02252146195262387,0.0001,,12096
IVNS1ABP,0.02251754677647698,0.0001,,1074
SLC43A3,0.022517496673100053,0.0001,,6881
RASAL1,0.02248947777154909,0.0001,,8459
FUCA2,0.022484233302940165,0.0001,,4526
POLDIP3,0.022474443537960017,0.0001,,12961
CD79A,0.022472935957623993,0.0001,,12348
RNF44,0.022462301097309446,0.0001,,3861
IFFO1,0.02246088457724639,0.0001,,7917
RTP5,0.022460249557630416,0.0001,,2200
SSH2,0.02244228658958888,0.0001,,10649
AGO2,0.022435535051152113,0.0001,,6072
ATP6V0A1,0.022413955756084857,0.0001,,13427
PDE6D,0.02241112403466796,0.0001,,2143
COQ9,0.022410443491250823,0.0001,,10137
NUTF2,0.022404949554095437,0.0001,,10203
POLR2F,0.022403528886720862,0.0001,,12887
AK6,0.02238534293643897,0.0001,,3507
URM1,0.02238436403225423,0.0001,,6511
TMCO3,0.02237513047854353,0.0001,,8806
LRRC8D,0.022371975290576482,0.0001,,587
RP11-356I2.4,0.022349944948147116,0.0001,,4511
GPS1,0.022325783295239224,0.0001,,11180
HDLBP,0.02232331518727261,0.0001,,2187
DNAJC19,0.02231209314911043,0.0001,,2839
DESI1,0.0223067448900903,0.0001,,12943
SLC39A1,0.022245157874327792,0.0001,,856
PPA1,0.02224491713488765,0.0001,,7578
TRAV29DV5,0.022233466645066608,0.0001,,8870
C16orf46,0.022221192290228568,0.0001,,10294
PMM1,0.022211002654284554,0.0001,,12942
DAGLB,0.022210969517429437,0.0001,,4664
TMEM184C,0.02220136319310051,0.0001,,3290
LIME1,0.022196501059239638,0.0001,,11700
UBQLN1,0.022188127755091446,0.0001,,6312
MRPL34,0.02218705509455392,0.0001,,12069
LINC00623,0.022160120405872542,0.0001,,734
BDH2,0.022157664494873927,0.0001,,3201
PNPLA2,0.022155125223578452,0.0001,,6682
RRS1,0.022151678494147866,0.0001,,5898
ARAP2,0.02212304598904883,0.0001,,3043
FUT7,0.022118467740279618,0.0001,,6620
ATXN1,0.022109371460239998,0.0001,,3976
UFM1,0.02209949544150204,0.0001,,8657
KDM4B,0.02207139842500964,0.0001,,11842
ARL2BP,0.022037755091923905,0.0001,,10134
PEF1,0.02200517695735477,0.0002,,287
CD68,0.022000509040502526,0.0002,,10495
COMMD7,0.021998797894406626,0.0002,,11497
GNAI2,0.02197802959505559,0.0002,,2452
C4orf33,0.02197638996360008,0.0002,,3260
MFF,0.021974449250406397,0.0002,,2126
SKP1,0.021972927644432403,0.0002,,3685
TPRG1,0.02194638163322912,0.0002,,2881
RP11-290D2.6,0.02191896984655699,0.0002,,8687
EIF1AD,0.021911926024298662,0.0002,,7044
VDAC3,0.021904350493989158,0.0002,,5850
HSPA9,0.02190046874436905,0.0002,,3717
SECISBP2L,0.021900026896430974,0.0002,,9436
MTHFD1,0.021890367179253186,0.0002,,9079
H2AFV,0.02187700096201654,0.0002,,4792
C16orf54,0.02187031413702679,0.0002,,9998
RBM19,0.021863356404555806,0.0002,,8466
ZYX,0.021860288371462828,0.0002,,5196
MAPRE1,0.021842456358505086,0.0002,,11498
IL21-AS1,0.021837800435378224,0.0002,,3247
TMEM219,0.021812976378463887,0.0002,,10008
SSR4,0.021811913499013867,0.0002,,5663
PSMC5,0.02180723859480128,0.0002,,10997
