Genes,Moran's I score,P-values,Adjusted P-values,Gene Indices
SOD2,0.04191735309490812,0.0,,4584
SUSD3,0.04191619388437352,0.0,,6346
ANK3,0.0418883715062174,0.0,,7545
GPR68,0.04181276776249339,0.0,,9208
UBE2N,0.041768796983385564,0.0,,8341
SIPA1L1,0.04176278033274952,0.0,,9122
SF3A1,0.04176255309058328,0.0,,12821
JAK3,0.041740919557218426,0.0,,12083
TSPAN33,0.04171373314514361,0.0,,13924
KCNAB2,0.04170560926487107,0.0,,69
GOT2,0.041670697755112514,0.0,,10157
CMTM8,0.041669028349967455,0.0,,2302
COX7A2L,0.04162860466602858,0.0,,1490
USP3,0.04161858407505806,0.0,,9493
PKIA,0.04157903074314618,0.0,,5924
GPSM3,0.041550573161169536,0.0,,4157
NFAT5,0.04152099616414677,0.0,,10236
TRABD,0.04148470536837127,0.0,,13005
SORD,0.04144774010156276,0.0,,9423
TSEN15,0.041430393838815895,0.0,,1067
NR4A3,0.041403102763557346,0.0,,6386
TMEM50A,0.04139595059053628,0.0,,223
CD37,0.04138818977966204,0.0,,12489
NUDT5,0.041345175680719985,0.0,,7423
RPS11,0.04132850861507551,0.0,,12494
MVP,0.04132325342957811,0.0,,10004
DECR1,0.041307162271882025,0.0,,5949
MAP3K5,0.04128186970558474,0.0,,4507
CCNB2,0.0412128936461645,0.0,,9479
CHAC1,0.041146588594146404,0.0,,9371
WHSC1L1,0.041136928671055784,0.0,,5826
RASAL3,0.04111947316218207,0.0,,12042
EGOT,0.04105291152386294,0.0,,2208
CALM1,0.040995596397370264,0.0,,9204
RELB,0.040994937644504466,0.0,,12403
PLOD1,0.040984953367884644,0.0,,132
FKRP,0.04094491917492773,0.0,,12440
CD5,0.04078646616923345,0.0,,6906
CHDH,0.04078120587564396,0.0,,13552
MAT2A,0.040766901012518814,0.0,,1653
FIS1,0.04074227225810968,0.0,,4993
TACC1,0.04071685687873782,0.0,,5831
SORBS3,0.0406999453289472,0.0,,5756
HUWE1,0.04069094852948789,0.0,,5434
RPL22L1,0.04065496970520652,0.0,,2819
PTHLH,0.04064721176397011,0.0,,13665
CSRP1,0.04059358295081049,0.0,,1105
HMGN3,0.04055806034728701,0.0,,4360
KIF21A,0.04052663156861982,0.0,,8063
RP11-18H21.1,0.04047062282504488,0.0,,3298
BRK1,0.04030549594709205,0.0,,2236
BID,0.04029582172047237,0.0,,12712
SFPQ,0.04028293463208796,0.0,,325
ZC3HAV1,0.04011590158807537,0.0,,5122
IL18R1,0.040090563943085175,0.0,,1753
BLM,0.04001075112263925,0.0,,9676
NDUFB10,0.03998300987940637,0.0,,9771
AC018816.3,0.039937080364922814,0.0,,2209
HILPDA,0.03984508494408364,0.0,,5072
RIC8A,0.03982042193532192,0.0,,6649
MYC,0.03981461255842187,0.0,,6055
CCT7,0.03979262785149003,0.0,,1611
UQCRQ,0.03977575163511983,0.0,,3675
METRNL,0.03977261587986315,0.0,,11200
HMGA1,0.03976527882323985,0.0,,4204
TMEM204,0.0397430322185181,0.0,,9758
C1orf43,0.0397351172385292,0.0,,863
SIT1,0.039722207042945996,0.0,,6241
SLC12A6,0.0397194826199142,0.0,,9332
ITPKB,0.03971258228480754,0.0,,1227
TCAF2,0.03967449202911941,0.0,,5199
BAX,0.03966123616038364,0.0,,12481
ACP6,0.03965673763385031,0.0,,766
LSM2,0.039612937082282695,0.0,,4134
TNFRSF14,0.03959899053978492,0.0,,55
PBX4,0.039562811301730436,0.0,,12124
A4GALT,0.039544064410321995,0.0,,14113
COX7A2,0.039512342979186224,0.0,,4353
ANKRD33B,0.03949523020173809,0.0,,3392
SEC61B,0.03948971600381834,0.0,,6385
CYP7B1,0.03948795035748153,0.0,,5893
CLEC7A,0.03947222952318799,0.0,,13367
ADAM10,0.039440103464945954,0.0,,9475
ATP8B4,0.03943131326680829,0.0,,9442
HSPA5,0.039311414989973474,0.0,,6474
SH2D3A,0.03930727473310241,0.0,,11872
LARP4,0.039280944841890396,0.0,,8132
HNRNPA3,0.03927306616864619,0.0,,1941
OSTF1,0.0392710124506232,0.0,,6301
NECAP2,0.03925612276666475,0.0,,156
STOM,0.03923117903628272,0.0,,6453
SLC3A2,0.03918650080450419,0.0,,6955
PIM3,0.03917492116053036,0.0,,13004
NCR3LG1,0.03914209252318594,0.0,,6782
CLNS1A,0.03913999945750802,0.0,,7172
TMEM59,0.03911848683024478,0.0,,495
KLHL22,0.039087298832991384,0.0,,12742
ZC3H7A,0.03907007663433658,0.0,,9880
PIK3CD,0.03902894122906607,0.0,,102
PPP1R16B,0.03901316295578861,0.0,,11562
BANP,0.03896687162610081,0.0,,10328
AFF2,0.03894434362612767,0.0,,13944
MAN1A2,0.03893603165624029,0.0,,721
KLHL25,0.03892918403877077,0.0,,9650
PGD,0.03885494206127386,0.0,,111
PSMB5,0.03881228388884914,0.0,,8900
MAD1L1,0.038756504445244304,0.0,,4633
STK4,0.03871353000806139,0.0,,11585
DCPS,0.03869466970571753,0.0,,7365
ATP5C1,0.038639314091891676,0.0,,7415
HMHA1,0.03861493291740049,0.0,,11741
PNP,0.03860809592524477,0.0,,8824
RHEB,0.0385726612541368,0.0,,5249
CCDC53,0.03856696073158558,0.0,,8377
SGPP1,0.03855712354536516,0.0,,9075
GOLIM4,0.038539335605074485,0.0,,2808
GSTO1,0.0385357129061716,0.0,,7777
EEF2,0.03851704329164592,0.0,,11818
SHISA5,0.03847303394572455,0.0,,2407
SPINT2,0.03846819402567538,0.0,,12269
RP11-50I19.2,0.03844801942523672,0.0,,8056
FAM63B,0.038436057648698646,0.0,,9476
LINC01281,0.03840636970790271,0.0,,5351
ISG20,0.03836792051182751,0.0,,9655
CTTN,0.03834690584645197,0.0,,13351
LAPTM4A,0.038292348176169375,0.0,,1379
TTC22,0.03827789607033342,0.0,,502
TMEM200A,0.03826835936329943,0.0,,4489
MYDGF,0.03820457160044374,0.0,,11836
SH3GLB1,0.03814819183464122,0.0,,570
RP11-291B21.2,0.038135930144327014,0.0,,7979
TRIP10,0.03813438853654285,0.0,,11871
MORC3,0.03810874194315248,0.0,,13106
SFT2D1,0.038099810325095164,0.0,,4595
GM2A,0.038095579655966716,0.0,,3798
TMEM243,0.038056139272930466,0.0,,4891
TAGAP,0.03804682508590942,0.0,,4583
AIP,0.038042639015550064,0.0,,7089
ATP2A3,0.03800004389943116,0.0,,10418
RPL24,0.03799347724705089,0.0,,2593
ZNF726,0.03799145901974781,0.0,,12159
CXCL16,0.03794368922857943,0.0,,10430
SEPW1,0.03793999430621565,0.0,,12459
NPHP3,0.03792479247360335,0.0,,2720
C5orf30,0.037900881322313895,0.0,,3611
KLF5,0.03787829162330669,0.0,,8738
DDX5,0.03785580981659031,0.0,,11007
ZC3H12C,0.03783936842224399,0.0,,7255
OCIAD2,0.037822020579329256,0.0,,3081
ITGB7,0.03780994336898368,0.0,,8161
RAB5A,0.037800325315270625,0.0,,2282
EPHA4,0.03779875380535602,0.0,,2114
GFI1,0.037775068462016954,0.0,,596
CHD4,0.03776224723550915,0.0,,7919
TECR,0.03774978571104353,0.0,,12033
DAZAP2,0.037720439519429716,0.0,,8141
ACSL4,0.03771126704225347,0.0,,5565
ETF1,0.037606692819148704,0.0,,3716
LEPROT,0.03760534911237417,0.0,,525
PLEKHF1,0.03760160732445882,0.0,,12166
MYO1E,0.03759421848748219,0.0,,9480
AGTRAP,0.03750184959882354,0.0,,128
B3GNT2,0.03748661395711454,0.0,,1554
DR1,0.03746847199608483,0.0,,603
TTC7A,0.037447473164616135,0.0,,1510
CHD2,0.03744623745055373,0.0,,9690
IKZF3,0.037381708474774296,0.0,,10745
ARF4,0.03737999588704438,0.0,,2522
PSMB6,0.03733442911686992,0.0,,10431
GPR137B,0.037313335087957096,0.0,,1285
NFKBIB,0.03729937019261325,0.0,,12286
CERS5,0.0372977233946523,0.0,,8130
NCOA3,0.03728429442634669,0.0,,11611
SRPK2,0.03718152113043673,0.0,,5019
CXorf40A,0.037151373460239744,0.0,,5640
ATXN10,0.03713922398249948,0.0,,12985
LASP1,0.03712002732505777,0.0,,10731
SKAP2,0.03709736627340135,0.0,,4718
TNIP2,0.037070859925321754,0.0,,2970
IFIH1,0.0370323050660533,0.0,,1898
RBKS,0.037028746346181,0.0,,1437
IRF2,0.03702719223904892,0.0,,3344
CILP2,0.03702505636643376,0.0,,13462
MFSD10,0.037024736607681435,0.0,,2973
ZFAS1,0.03698242025567305,0.0,,11620
SOCS1,0.03697841900696803,0.0,,9875
PLEKHB2,0.0369628412093477,0.0,,1841
IGF2R,0.036961382652229195,0.0,,4590
NSF,0.036896455494779774,0.0,,10864
RAB2A,0.036888262141713965,0.0,,5884
EDF1,0.036886186791560825,0.0,,6613
RBBP4,0.0368254219490729,0.0,,306
ZMYND8,0.03680995642247585,0.0,,11610
SPR,0.036778073499563205,0.0,,1606
PAK1,0.03675075564403532,0.0,,7171
PLEC,0.03672215458783733,0.0,,6105
UQCR10,0.03672120540919405,0.0,,12813
HAPLN3,0.036711750002698156,0.0,,9656
CXCL1,0.03668982883100422,0.0,,13570
SLC4A2,0.03668116483477759,0.0,,5240
ATP5G1,0.036677173332676304,0.0,,10892
YWHAQ,0.03666064835908763,0.0,,1353
PM20D2,0.036606394477221534,0.0,,4387
SH3RF2,0.036581900649918876,0.0,,13284
PPDPF,0.03648439990889928,0.0,,11691
HPSE,0.03645988879376499,0.0,,3151
PARVB,0.036457684252230026,0.0,,12975
RBM17,0.036445217208405184,0.0,,7408
SARDH,0.03642916174270597,0.0,,6579
MAP1LC3A,0.03637011195789483,0.0,,11515
NLRC3,0.036325064181368626,0.0,,9832
ICA1,0.036251364554975636,0.0,,4679
RNF130,0.03622597459896087,0.0,,3904
STAT1,0.036217298791471876,0.0,,1988
IRF4,0.03620029756254831,0.0,,3919
C1orf162,0.036182371637646794,0.0,,685
MKNK2,0.036155536229637526,0.0,,11775
ADI1,0.03615083242828729,0.0,,1334
FHIT,0.03612888939819698,0.0,,2534
KRCC1,0.03612302488034647,0.0,,1683
PLGRKT,0.036117367287966634,0.0,,6166
TRIM69,0.036088662371351506,0.0,,9422
SGK1,0.036064902797274756,0.0,,4498
EPS15,0.0360457108810619,0.0,,468
CPM,0.036044702249406965,0.0,,8295
SGMS1,0.03598549435837149,0.0,,7535
RTCB,0.03598395508364919,0.0,,12849
PFDN4,0.03597481693752746,0.0,,11641
MORF4L2-AS1,0.03596430184761179,0.0,,5547
SEC61G,0.03594488193720806,0.0,,4807
SF3B6,0.03592926154532611,0.0,,1388
TGIF1,0.03590748068335987,0.0,,11216
FGL2,0.03590715026798053,0.0,,4881
TRIM14,0.035888665400699106,0.0,,6379
GTPBP1,0.035868780653800746,0.0,,12898
NUDT21,0.03584019646002457,0.0,,10115
CALHM2,0.03580670817599304,0.0,,7771
CRTAP,0.035783633992692375,0.0,,2310
DNAJB5,0.03577943166109546,0.0,,6232
SNU13,0.035774473618392436,0.0,,12945
AKAP9,0.03574432893640825,0.0,,4903
NFKBID,0.035685136974098856,0.0,,12218
DHRS7,0.03564176284194002,0.0,,9058
MBNL2,0.035605494441538946,0.0,,8761
TAPBP,0.03560384250877263,0.0,,4191
PPP4R4,0.03554131386187599,0.0,,13388
MNAT1,0.03552929973407785,0.0,,9060
SLFN5,0.035521150853678074,0.0,,10688
RP11-325F22.2,0.035520044442841445,0.0,,5014
JAZF1,0.03551729115404702,0.0,,4723
IFI35,0.035490639905279,0.0,,10806
CGA,0.03547766036028211,0.0,,13909
RPS19BP1,0.03545876088230322,0.0,,12920
SRP9,0.03539006471500206,0.0,,1218
FBXO7,0.03537183895583411,0.0,,12850
H2AFX,0.035367754005439886,0.0,,7320
ATP9A,0.035263894787524556,0.0,,11637
AGPAT5,0.03524312143868129,0.0,,5712
MFNG,0.03523252256272188,0.0,,12876
ACTA2,0.03520701239766741,0.0,,7656
INPP1,0.03517875318758015,0.0,,1981
NGRN,0.03517453795804355,0.0,,9672
CDK16,0.03516838019364682,0.0,,5375
AHSP,0.035162955114618026,0.0,,14041
EIF4H,0.0350957387177786,0.0,,4856
FYN,0.03507650664399657,0.0,,4452
PFAS,0.03504293379654578,0.0,,10521
TMX3,0.03501873213319377,0.0,,11349
CDIPT,0.034971705164318204,0.0,,10005
RTFDC1,0.034965487493767905,0.0,,11646
HACD4,0.034961253101549745,0.0,,6192
TWF2,0.034952559676005836,0.0,,2489
POFUT1,0.03493992788837884,0.0,,11493
MRPS26,0.0349133361819981,0.0,,11404
HIF1A,0.034898726654868976,0.0,,9068
CYCS,0.0348858191019973,0.0,,4711
ATP6V0C,0.03488351484985934,0.0,,9798
SPHK1,0.034845804876745254,0.0,,11097
RNF167,0.03484371101847187,0.0,,10437
CREBZF,0.034794754024749464,0.0,,7196
NUP35,0.03479032445682743,0.0,,1968
DGUOK,0.03466268459047836,0.0,,1618
CAT,0.03465830330174948,0.0,,6826
TADA3,0.03465554698215184,0.0,,2224
PNMA1,0.034643970834797116,0.0,,9135
MT1H,0.03457885386406496,0.0,,10125
TCEAL3,0.034569851502446236,0.0,,5544
TUBB,0.03454190581285028,0.0,,4094
LRRFIP2,0.03453280337116947,0.0,,2318
GOLGA8B,0.034507958536220934,0.0,,9336
CDKN1B,0.034472411111048824,0.0,,7993
CYTH4,0.03447065947005024,0.0,,12875
AC011893.3,0.03444579717060542,0.0,,13541
DRAP1,0.034422118195361354,0.0,,7042
PREX1,0.034412871610005266,0.0,,11613
FRMD6,0.03440779094843229,0.0,,9015
DLD,0.03440555280855879,0.0,,5038
SCAND1,0.03437970200020179,0.0,,11538
CLK1,0.034353640859132985,0.0,,2021
CLN3,0.034346890087437444,0.0,,9971
RP11-66N11.8,0.03433828220419579,0.0,,5658
ASXL2,0.034338185633383186,0.0,,1401
PLK3,0.034275129442709745,0.0,,430
STRAP,0.03427113815289111,0.0,,8009
RBMS1,0.034263975934575044,0.0,,1892
MPRIP,0.034227861197086214,0.0,,10562
PLK2,0.03420796732519432,0.0,,3476
U2AF1L4,0.03417198528845863,0.0,,12213
CD84,0.03412380365655266,0.0,,951
CHCHD10,0.03410781186352808,0.0,,12769
TSC22D4,0.0341071646589244,0.0,,4969
YPEL3,0.034082945432959214,0.0,,10015
ST3GAL1,0.03404909103335039,0.0,,6065
C19orf43,0.03403568418515054,0.0,,11992
CBX3,0.03403277533856086,0.0,,4716
ALDOA,0.03402557571607203,0.0,,10012
TES,0.034024119621728126,0.0,,5052
ERN1,0.033998678942806566,0.0,,11002
EMB,0.03399552119480759,0.0,,3451
BLOC1S1,0.03398608950389812,0.0,,8188
NDUFB1,0.033979626384497974,0.0,,9216
TIMP3,0.033960782378778205,0.0,,12851
RHOB,0.03390276797559917,0.0,,1381
CDK2AP2,0.03384322409081893,0.0,,7091
SPG20,0.033813838367505185,0.0,,8652
MYO1G,0.033809701166849296,0.0,,4795
COMT,0.03379208524732987,0.0,,12733
SH3YL1,0.033791313467998865,0.0,,1328
ITFG1,0.03375731106426161,0.0,,10087
ATP5L,0.03374922409194827,0.0,,7300
PERP,0.033729423258045434,0.0,,4513
PSMC1,0.03372804577189935,0.0,,9202
RNF149,0.03368871835074428,0.0,,1748
TIAM1,0.03368858970114743,0.0,,13068
APP,0.03368295159746643,0.0,,13058
RTP4,0.033672533228550565,0.0,,2878
IRF3,0.033660705887549894,0.0,,12500
HNRNPA2B1,0.033620804142246115,0.0,,4715
C9orf3,0.033590652969054655,0.0,,6356
SNRNP35,0.03358937983828417,0.0,,8550
SNRPE,0.033580055061989716,0.0,,1131
TCF25,0.03355906811455334,0.0,,10361
ATP6V1F,0.03352929591536257,0.0,,5079
TRIB1,0.0335134825738875,0.0,,6050
TOMM34,0.03351055512261906,0.0,,11584
ETNK1,0.03350786983636548,0.0,,8020
PSMD3,0.03349728730864297,0.0,,10748
EIF2AK1,0.033486947988210676,0.0,,4659
SYNE1,0.033464287801650235,0.0,,4557
JMJD7,0.0334453216652251,0.0,,9381
ABI1,0.03341208307012408,0.0,,7470
SLC5A3,0.03341133370975094,0.0,,13097
GGT1,0.0333945202298177,0.0,,12782
SDHA,0.03338398552723832,0.0,,3362
NOTCH1,0.03336784920041398,0.0,,6602
HSP90B1,0.03333872323317597,0.0,,8383
PDLIM4,0.03326736723560565,0.0,,13281
SNHG15,0.033234458115812125,0.0,,4796
SVIL,0.03323435213396479,0.0,,7482
SDHC,0.03317783918481322,0.0,,973
POU6F1,0.03317552568784426,0.0,,8140
KDM5B,0.033151880622549736,0.0,,1118
FXYD1,0.03314009516449405,0.0,,12198
CTH,0.033105020602732814,0.0,,537
CD200R1,0.03309424778437842,0.0,,2619
TRAF4,0.03308772942090633,0.0,,10634
PSMD14,0.03307593905257569,0.0,,1896
HIVEP1,0.033059059536683165,0.0,,3961
C7orf73,0.0330486846744978,0.0,,5115
VPS25,0.03304774018264149,0.0,,10797
FBLN7,0.03304125960629569,0.0,,1783
ZMAT5,0.03303150239711011,0.0,,12812
GLA,0.03299826752312946,0.0,,5527
TMX4,0.032998242257425515,0.0,,11436
MT-ND6,0.032975335269116134,0.0,,13192
TIMMDC1,0.03292663066375987,0.0,,2643
AC021218.2,0.03287186439966421,0.0,,14343
IL16,0.032868031155717806,0.0,,9623
ADSL,0.03285670819367996,0.0,,12925
NME3,0.03283069686343009,0.0,,9763
SURF4,0.03278359086578975,0.0,,6574
PEBP1,0.032733841601923636,0.0,,8479
ARMCX6,0.032697424145084704,0.0,,5530
CLPP,0.032683457789634524,0.0,,11858
IL4I1,0.032669207069027525,0.0,,12513
RFTN1,0.03266087540815425,0.0,,2277
GBP3,0.03264770481567305,0.0,,578
TRANK1,0.03262868067579245,0.0,,2315
PCSK5,0.03261810676077882,0.0,,6302
PPIB,0.03256010982115927,0.0,,9501
SAMD9L,0.032548757399640874,0.0,,4913
PSMA7,0.032541457485363565,0.0,,11670
KAT2B,0.032509631585043657,0.0,,2283
C19orf24,0.03250643543785136,0.0,,11750
KIAA0040,0.03247005769395059,0.0,,1039
KEAP1,0.03244882704874706,0.0,,11937
PTPRJ,0.03240003925957916,0.0,,6877
CLIC4,0.03237355031242855,0.0,,219
CHPF,0.0323734054575939,0.0,,2111
ZNF154,0.03236839778219246,0.0,,12654
RP11-426C22.5,0.03236818381612699,0.0,,9990
TRBC1,0.032361222241324594,0.0,,5188
SAP18,0.03235814249160126,0.0,,8606
FUBP1,0.03232982817079351,0.0,,551
FAM13A,0.032276463321717436,0.0,,3171
RP11-486I11.2,0.03227343475199724,0.0,,9881
GATS,0.032272868972492895,0.0,,4961
CLIP1,0.03227180216015162,0.0,,8530
SDCBP,0.03225792487391707,0.0,,5880
TIPRL,0.03225368921359373,0.0,,1003
ARL6IP6,0.03224689521957933,0.0,,1877
ILF2,0.032233177065327634,0.0,,850
STK10,0.03221951400772815,0.0,,3840
ILK,0.03221234619825899,0.0,,6733
MRFAP1,0.03220153099013346,0.0,,2991
MICAL2,0.03219367911373653,0.0,,6765
FUS,0.032192009997995236,0.0,,10068
NRDC,0.03218173991506331,0.0,,470
ZAP70,0.032166236809577364,0.0,,1725
SNRPB,0.032157377566152265,0.0,,11396
APOBEC3C,0.03213516871263226,0.0,,12909
UGCG,0.03211723004451874,0.0,,6415
PSME2,0.03211377077903259,0.0,,8925
PCYOX1L,0.03210548663823967,0.0,,3781
YPEL2,0.03204741329059302,0.0,,10964
GSTK1,0.03204733639187614,0.0,,5193
PHF21A,0.032013051324353295,0.0,,6851
ELOF1,0.03200733965402796,0.0,,11966
GPR65,0.031977827951390835,0.0,,9194
XPO1,0.031972146757921364,0.0,,1549
TMCO1,0.0319607744052988,0.0,,987
UPP1,0.03196060164391576,0.0,,4803
PLEK,0.0319377168399119,0.0,,1579
ELMO1,0.03193381212140147,0.0,,4750
RAP1B,0.03191154215474026,0.0,,8289
FMO5,0.03191070062402468,0.0,,763
GNG5,0.03189946655083225,0.0,,558
PRDM2,0.03188522895729533,0.0,,139
TCEAL4,0.03186328688027037,0.0,,5543
RGS14,0.03184599826825238,0.0,,3871
ODF2L,0.03184454977603764,0.0,,568
SEPT11,0.0317854420860575,0.0,,3127
MOSPD3,0.03174980345825163,0.0,,4974
GABARAPL2,0.03173444546464497,0.0,,10280
SLC25A4,0.031694383364926866,0.0,,3350
COX7C,0.03169264611139582,0.0,,3572
CAMK1,0.031688335214025136,0.0,,2223
CCL20,0.03168575803071873,0.0,,2128
NACA,0.03168326054917788,0.0,,8228
RNASE6,0.03165096107907625,0.0,,13681
PRKCQ,0.03162534206329028,0.0,,7412
WBP2,0.03160053224090487,0.0,,11080
MMADHC,0.03158966517669463,0.0,,1867
BIRC2,0.03158810356956838,0.0,,7232
RPS10,0.03156796606241176,0.0,,4207
HCLS1,0.03156355118177285,0.0,,2653
TPX2,0.03155370160498255,0.0,,11489
IL27RA,0.03154963070684514,0.0,,12021
BTN3A1,0.03154537997153949,0.0,,4032
SLC6A6,0.03154426445816783,0.0,,2261
DCK,0.0315252204700586,0.0,,3112
ECI2,0.03149613344688896,0.0,,3939
FAM174A,0.03149173821354472,0.0,,3606
BACH1,0.03147332054689006,0.0,,13067
CCDC141,0.03143975681897639,0.0,,1958
DNAJC7,0.031433841158521866,0.0,,10775
GPX7,0.03139751197913185,0.0,,480
LINC00589,0.031378131794686175,0.0,,13951
SMYD3,0.031356074626242375,0.0,,1311
CRIPT,0.03128803375823968,0.0,,1507
RASSF2,0.031282031583083625,0.0,,11425
GADD45G,0.03126665143192561,0.0,,6333
PDE8B,0.031244204608926122,0.0,,3548
STK17A,0.031242458327503855,0.0,,4772
FBXW5,0.031205991873447074,0.0,,6615
CLSTN3,0.03118744450674843,0.0,,7949
SRI,0.031185884622254627,0.0,,4898
EGLN3,0.0311828267303187,0.0,,8961
ETFB,0.031169524605395047,0.0,,12529
GLB1,0.031159371577988794,0.0,,2308
ZNF821,0.031155462071730214,0.0,,10259
SPSB3,0.031152205620598204,0.0,,9766
UBE2D1,0.03114958094441723,0.0,,7542
IRAK3,0.031146250507337832,0.0,,8280
N4BP2L2,0.03114503015190819,0.0,,8649
RFX7,0.03112061346845214,0.0,,9470
COX6A1,0.031073312498665972,0.0,,8492
SNX2,0.03104808423643066,0.0,,3647
SUN1,0.03104081159577177,0.0,,4620
ACTN4,0.03101384737181658,0.0,,12279
GPR15,0.031005731571510153,0.0,,2579
LIMS1,0.03098060483706063,0.0,,1768
NDUFS7,0.030941641909227376,0.0,,11752
FAM96A,0.030927754834995137,0.0,,9498
AC074289.1,0.03092711349314726,0.0,,1561
METTL8,0.03087892988192844,0.0,,1914
NFKBIZ,0.03086778814132921,0.0,,2596
ZCRB1,0.03086721714525752,0.0,,8069
POR,0.030857309711832502,0.0,,4872
PLEKHA1,0.030847415668105414,0.0,,7830
RELL2,0.030844927192964233,0.0,,3758
ADH5,0.03083416204288939,0.0,,3181
C20orf24,0.03083178328200291,0.0,,11545
KIAA1551,0.030831487942968624,0.0,,8055
LINC01336,0.030819609265150056,0.0,,3535
WNK1,0.030811600523859527,0.0,,7881
B4GALT5,0.030800568586841343,0.0,,11621
LBR,0.030776781361647836,0.0,,1217
PDIA3,0.030770616253634746,0.0,,9409
SNN,0.03073135763778791,0.0,,9877
FKBP11,0.030680606353984466,0.0,,8103
SSNA1,0.0306759127305774,0.0,,6628
RP11-124N14.3,0.030649566142358538,0.0,,7449
UBE2Z,0.03061714578788514,0.0,,10893
ATM,0.030603264501675463,0.0,,7252
KDELC1,0.03060040084378731,0.0,,8782
FCHO1,0.030591235284912702,0.0,,12081
EIF1B,0.03058417968445277,0.0,,2339
TMEM30B,0.030580417045656685,0.0,,9064
USP47,0.030568310834005616,0.0,,6763
SUMF2,0.030557727906662467,0.0,,4815
NFE2L3,0.03054799360377036,0.0,,4713
STAT6,0.03053338138842322,0.0,,8234
WNT7A,0.03052012780894394,0.0,,2255
MRPL16,0.03051341389798032,0.0,,6900
PLXND1,0.03049761773124249,0.0,,2708
IPCEF1,0.03049196367641002,0.0,,4562
PCSK1N,0.030462718389735858,0.0,,5399
SUPT3H,0.030443658261724512,0.0,,4306
ACADVL,0.030441392063063708,0.0,,10471
NFIA,0.030440992225764924,0.0,,511
ENGASE,0.030424727354723638,0.0,,11131
GARS,0.03040192235172523,0.0,,4734
DCP2,0.03039350271222905,0.0,,3628
PMCH,0.030374714159007787,0.0,,8380
BZW1,0.030319981311574092,0.0,,2020
PICALM,0.030312795246324124,0.0,,7198
RHPN2,0.030291651954548134,0.0,,13465
DPP4,0.030290627984407816,0.0,,1897
PHLDB3,0.030267891247748088,0.0,,12367
MIAT,0.030264707950338237,0.0,,12794
CTD-2020K17.1,0.03025229315918468,0.0,,10846
VGLL4,0.030227086270142645,0.0,,2244
KRT7,0.030224823888837717,0.0,,14007
BMI1,0.030178873473045622,0.0,,7461
JOSD2,0.030163214075471838,0.0,,12524
GOLGA7,0.030144654124417213,0.0,,5836
PSMA1,0.03013038105127781,0.0,,6773
CARD17,0.030122064666471444,0.0,,7241
UBE2L3,0.03011682711553952,0.0,,12752
APOPT1,0.030110599492357185,0.0,,9276
ACTG2,0.030072723260501914,0.0,,13841
RP11-462G2.1,0.0300228190212764,0.0,,14232
SPPL2A,0.030020007210618215,0.0,,9448
WDR53,0.030000132046610985,0.0,,2909
ATP5D,0.029993178065707813,0.0,,11747
RNF113A,0.02999109997730464,0.0,,5584
IRF8,0.02997894647314737,0.0,,10318
P2RY10,0.02996354846753204,0.0,,5510
ACOX3,0.029948441921887656,0.0,,3008
YIPF3,0.0299038704831746,0.0,,4290
CALCOCO2,0.02989377577552234,0.0,,10891
SRSF8,0.029880612556130472,0.0,,7220
ABRACL,0.02988056929840598,0.0,,4517
CPNE2,0.029827588763381836,0.0,,10131
PPP1R12A,0.029824204975766842,0.0,,8321
SEPT6,0.02981407848353384,0.0,,5580
GZMM,0.029806284818793445,0.0,,11722
DNTTIP2,0.02977025630635044,0.0,,607
PFKFB3,0.0297608244535676,0.0,,7409
CYB5A,0.029751580380595118,0.0,,11356
ZCCHC6,0.02974333711045606,0.0,,6326
SRSF3,0.029740629957780606,0.0,,4230
KCNK5,0.02972477785107086,0.0,,4251
UBALD2,0.02969355649761577,0.0,,11094
AD000671.6,0.029691617654161284,0.0,,12212
CDK5,0.029668250147236258,0.0,,5239
AKR7A2,0.029650653718492268,0.0,,172
UBE2V2,0.029604191673366812,0.0,,5864
GNA12,0.029601184833240736,0.0,,4644
PAPSS1,0.02959220206010393,0.0,,3209
P4HA1,0.029589499406471174,0.0,,7595
GTF3A,0.02957530082269991,0.0,,8627
DOCK2,0.029548809951876438,0.0,,3835
RBM8A,0.02954743683123046,0.0,,753
PRR13,0.029514137775655827,0.0,,8170
BCL3,0.02949875042866935,0.0,,12398
ZDHHC24,0.029486417453656558,0.0,,7062
UBL5,0.02947594007760604,0.0,,11915
FMNL1,0.029439217713303503,0.0,,10847
TMEM258,0.029428124674651196,0.0,,6917
ARHGEF2,0.029404734921815445,0.0,,905
CECR1,0.02939493412067768,0.0,,12709
TAF4B,0.02939365908518058,0.0,,11267
RTCA,0.029376654399296757,0.0,,621
BUD31,0.029351540787843803,0.0,,4935
NCALD,0.029350675092073737,0.0,,5996
OTULIN,0.02934851731810181,0.0,,3397
SMOX,0.029341780880272332,0.0,,11423
TRPC4AP,0.029321748204916273,0.0,,11522
RP11-105C19.1,0.029316846484891267,0.0,,9939
LDHB,0.029316821251924495,0.0,,8016
ZNF292,0.029315219951212612,0.0,,4378
FGD3,0.029294717110173035,0.0,,6345
CDIP1,0.02928289102410233,0.0,,9845
PSMD10,0.02926011207200831,0.0,,5562
HLA-E,0.029249627414344524,0.0,,4082
PIN1,0.029241171943364792,0.0,,11916
CYB5R3,0.029231483277175955,0.0,,12963
LSR,0.029196273154320943,0.0,,12201
IL6R,0.02916397966917885,0.0,,867
